gender,season,wrestler_1,team_1,wrestler_2,team_2,weight,dropped_date,dropped_event,dropped_result,kept_date,kept_event,kept_result
boys,2025,Branden McGee,Ashland Blazer,Seth Davis,Johnson Central,190,2025-01-31,WSAZ,Fall 0:00,2025-02-01,WSAZ Invitational,Fall 0:48
boys,2025,Anthony Condi,Frederick Douglass,James Morris,Johnson Central,138,2025-01-31,WSAZ,Fall 0:00,2025-02-01,WSAZ Invitational,Fall 0:00
boys,2025,Bryce Helms,Ashland Blazer,Dalton Matney,Johnson Central,165,2025-01-31,WSAZ,Fall 0:00,2025-02-01,WSAZ Invitational,Fall 1:36
boys,2025,Michah Suarez,Frederick Douglass,Zack McCoart,Johnson Central,175,2025-01-31,WSAZ,Fall 0:00,2025-02-01,WSAZ Invitational,Fall 0:00
boys,2025,Cayden Thompson,Boyd County,Payton Lyons,Johnson Central,215,2025-01-31,WSAZ,Fall 0:00,2025-02-01,WSAZ invitational,Fall 0:00
boys,2025,Nathan Reusch,Simon Kenton,Deacon Cano,Great Crossing,113,2025-01-15,vs. Great Crossing,Fall 0:00,2025-01-16,vs. Simon Kenton,Fall 0:00
boys,2025,Connor Warner,Simon Kenton,Isaiah Gomez,Great Crossing,106,2025-01-15,vs. Great Crossing,Fall 0:00,2025-01-16,vs. Simon Kenton,Fall 0:00
boys,2025,Houston Brinkman,Simon Kenton,Blake Murdock,Great Crossing,120,2025-01-15,vs. Great Crossing,Fall 0:00,2025-01-16,vs. Simon Kenton,Fall 0:00
boys,2025,Gunnar Schrock,Simon Kenton,Miguel Francisco,Great Crossing,126,2025-01-15,vs. Great Crossing,MD 11-2,2025-01-16,vs. Simon Kenton,MD 11-2
boys,2025,Jonah McCloskey,Simon Kenton,Nathan Douglas,Great Crossing,132,2025-01-15,vs. Great Crossing,Fall 0:00,2025-01-16,vs. Simon Kenton,Fall 0:00
boys,2025,Zachariah Knoechel,Simon Kenton,Deacon Joseph,Great Crossing,144,2025-01-15,vs. Great Crossing,Fall 0:00,2025-01-16,vs. Simon Kenton,Fall 0:00
boys,2025,Ian Lawrence,Simon Kenton,Aydan Hackney,Great Crossing,138,2025-01-15,vs. Great Crossing,Fall 0:00,2025-01-16,vs. Simon Kenton,Fall 0:00
boys,2025,Elijah Mullins,Simon Kenton,Ren Birk,Great Crossing,150,2025-01-15,vs. Great Crossing,Fall 0:00,2025-01-16,vs. Simon Kenton,Fall 0:00
boys,2025,Riley Gilbert,Simon Kenton,Clayton Shaddix,Great Crossing,157,2025-01-15,vs. Great Crossing,MD 19-6,2025-01-16,vs. Simon Kenton,MD 19-6
boys,2025,Julian Robles,Simon Kenton,Jeremy Marks,Great Crossing,165,2025-01-15,vs. Great Crossing,TF 19-0 0:00,2025-01-16,vs. Simon Kenton,TF 19-0 0:00
boys,2025,Benjamin Woosley,Simon Kenton,Cameron Green,Great Crossing,175,2025-01-15,vs. Great Crossing,Fall 0:00,2025-01-16,vs. Simon Kenton,Fall 0:00
boys,2025,Jonathan Birmingham,Simon Kenton,Carson Kidwell,Great Crossing,190,2025-01-15,vs. Great Crossing,Fall 0:00,2025-01-16,vs. Simon Kenton,Fall 0:00
boys,2025,Jaydan Rutherford,Simon Kenton,Zack Baker,Great Crossing,215,2025-01-15,vs. Great Crossing,MD 8-0,2025-01-16,vs. Simon Kenton,MD 8-0
boys,2025,Eric Zwiep,LaRue County,Isabella Warner,Central,113,2025-01-16,vs. Central,Fall 0:00,2025-01-15,vs. LaRue County,Fall 1:00
boys,2025,Marion Wardlaw,Central,Jimmie Lee Wood IV,LaRue County,120,2025-01-16,vs. Central,Fall 0:00,2025-01-15,vs. LaRue County,Fall 1:00
boys,2025,Landon Packard,LaRue County,Charles Smith,Central,138,2025-01-16,vs. Central,Fall 0:00,2025-01-15,vs. LaRue County,Fall 3:00
boys,2025,Noah Foley,LaRue County,Kevon Porter,Central,132,2025-01-16,vs. Central,Fall 0:00,2025-01-15,vs. LaRue County,Fall 1:00
boys,2025,Jace Garrett,LaRue County,Willie Griffin,Central,144,2025-01-16,vs. Central,Dec 15-13,2025-01-15,vs. LaRue County,Dec 15-13
boys,2025,Jaiden Cooper,LaRue County,Brendon Berry,Central,150,2025-01-16,vs. Central,Fall 0:00,2025-01-15,vs. LaRue County,Fall 3:00
boys,2025,Domanic Patterson,LaRue County,Evan Roe,Central,157,2025-01-16,vs. Central,TF 25-7 0:00,2025-01-15,vs. LaRue County,TF 25-7 5:00
boys,2025,Dakota Dye,LaRue County,Christopher Smith,Central,165,2025-01-16,vs. Central,Fall 0:00,2025-01-15,vs. LaRue County,Fall 5:00
boys,2025,Wyatt Peterson,LaRue County,Destin Basemore,Central,175,2025-01-16,vs. Central,Fall 0:00,2025-01-15,vs. LaRue County,Fall 3:03
