gender,season,wrestler_1,team_1,wrestler_2,team_2,weight,dropped_date,dropped_event,dropped_result,kept_date,kept_event,kept_result
boys,2016,Maxwell Pfeiffer,St. Xavier,Josh Harvey,Floyd Central,285,2016-01-01,vs. Floyd Central,Fall 0:00,2016-01-02,vs. Floyd Central,Fall 0:34
boys,2016,Elijah Combs,Floyd Central,Nate Wheeler,St. Xavier,106,2016-01-01,vs. Floyd Central,Fall 0:00,2016-01-02,vs. Floyd Central,Fall 1:30
boys,2016,Tanner DeMuth,St. Xavier,Josh Foster,Floyd Central,138,2016-01-01,vs. Floyd Central,Fall 0:00,2016-01-02,vs. Floyd Central,Fall 3:49
boys,2016,Justin Voelker,St. Xavier,Chris Spiller,Floyd Central,165,2016-01-02,vs. Floyd Central,Dec 3-2,2016-01-01,vs. Floyd Central,Dec 3-2
boys,2016,Isaac Marret,St. Xavier,Ty Sorg,Floyd Central,215,2016-01-01,vs. Floyd Central,Fall 0:00,2016-01-02,vs. Floyd Central,Fall 2:58
boys,2016,Wesley W Whelan,Ashland Blazer,Brandon Church,Belfry,144,2015-12-12,vs. Ashland Blazer,Fall 0:00,2015-12-11,vs. Belfry,Fall 0:00
boys,2016,Seth Edmoundson,Ashland Blazer,Devin Varney,Belfry,157,2015-12-12,vs. Ashland Blazer,Fall 0:00,2015-12-11,vs. Belfry,Fall 0:00
boys,2016,Vance Krueger,Ashland Blazer,Zackary Gibbs,Belfry,165,2015-12-12,vs. Ashland Blazer,Fall 0:00,2015-12-11,vs. Belfry,Fall 0:00
boys,2016,Chase Carroll,Belfry,Austin Scarberry,Ashland Blazer,175,2015-12-12,vs. Ashland Blazer,Fall 0:00,2015-12-11,vs. Belfry,Fall 0:00
boys,2016,Melvin Simms,Boone County,Daylan Bailey,Cooper,190,2015-12-02,vs. Cooper,Fall 1:12,2015-12-01,vs. Boone County,Fall 1:12
boys,2016,Travis Coovert,Boone County,Draven Steelman,Cooper,126,2015-12-02,vs. Cooper,Fall 1:09,2015-12-01,vs. Boone County,Fall 1:09
boys,2016,Ahmad Hameidan,Boone County,Noah Wolf,Cooper,285,2015-12-02,vs. Cooper,Fall 3:19,2015-12-01,vs. Boone County,Fall 3:19
boys,2016,Cordell Vaske,Boone County,Colby Dabbs,Cooper,113,2015-12-02,vs. Cooper,Dec 2-1,2015-12-01,vs. Boone County,Dec 2-1
boys,2016,CeJay Vaske,Boone County,Tanner Bailey,Cooper,106,2015-12-02,vs. Cooper,Dec 6-1,2015-12-01,vs. Boone County,Dec 6-1
boys,2016,Hayden Brothers,Boone County,Michael Davis,Cooper,138,2015-12-02,vs. Cooper,TF 17-2 0:00,2015-12-01,vs. Boone County,TF 17-2 4:37
boys,2016,Ethan Huffman,Boone County,Cody Huston,Cooper,144,2015-12-02,vs. Cooper,Fall 1:17,2015-12-01,vs. Boone County,Fall 1:17
boys,2016,JD Cross,Boone County,Jordan Kidwell,Cooper,157,2015-12-02,vs. Cooper,Fall 2:21,2015-12-01,vs. Boone County,Fall 2:21
boys,2016,kaleb Roden,Nelson County,Wyatt Davis,La Rue County,126,2016-01-17,vs. Nelson County,Fall 0:00,2016-01-16,vs. La Rue County,Fall 0:00
boys,2016,Jacobie Robertson,Nelson County,Stiles Metcalfe,La Rue County,120,2016-01-17,vs. Nelson County,Fall 0:00,2016-01-16,vs. La Rue County,Fall 0:00
boys,2016,Cole Reagan,Nelson County,Levi Goodin,La Rue County,132,2016-01-17,vs. Nelson County,Fall 0:00,2016-01-16,vs. La Rue County,Fall 0:00
boys,2016,lucas Ackley,Nelson County,Marquis Franklin,La Rue County,144,2016-01-17,vs. Nelson County,Fall 0:00,2016-01-16,vs. La Rue County,Fall 0:00
boys,2016,Tristan Rogers,Nelson County,Ethan Johnson,La Rue County,150,2016-01-17,vs. Nelson County,Fall 0:00,2016-01-16,vs. La Rue County,Fall 0:00
boys,2016,Andrew Ackley,Nelson County,Isaac Johnnson,La Rue County,157,2016-01-17,vs. Nelson County,Fall 0:00,2016-01-16,vs. La Rue County,Fall 0:00
boys,2016,Benjamin Lanham,Nelson County,JD Watts,La Rue County,190,2016-01-17,vs. Nelson County,Fall 0:00,2016-01-16,vs. La Rue County,Fall 0:00
boys,2016,LeAnder Beckley,Nelson County,Santiago Aguilar,La Rue County,215,2016-01-17,vs. Nelson County,Fall 0:00,2016-01-16,vs. La Rue County,Fall 0:00
boys,2016,Cardale Harrison,Fort Knox,Antonio Abren,Christian County,144,2015-12-23,vs. Fort Knox,Fall 0:29,2015-12-22,vs. Christian County,Fall 0:29
boys,2016,Trent Thompson,Fort Knox,Michael Elkins,Christian County,190,2015-12-23,vs. Fort Knox,Dec 8-6,2015-12-22,vs. Christian County,Dec 8-6
boys,2016,Daivon Jefferson,Fort Knox,Alex Billiter,Christian County,175,2015-12-23,vs. Fort Knox,Fall 0:27,2015-12-22,vs. Christian County,Fall 0:27
